Year,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,DRtg,NRtg,Pace,TS%,eFG%,OeFG%,Playoffs
2019,Denver Nuggets,82,240.6,41.9,90,0.466,11,31.4,0.351,30.9,58.7,0.527,15.8,20.9,0.755,11.9,34.5,46.4,27.4,7.7,4.4,13.4,20,110.7,113,108.9,4.1,97.7,0.558,0.527,0.521,
2019,Detroit Pistons,82,242.1,38.8,88.3,0.44,12.1,34.8,0.348,26.7,53.5,0.5,17.3,23.1,0.747,11.4,33.6,45,22.5,6.9,4,13.8,22.1,107,109,109.2,-0.2,97.4,0.544,0.509,0.526,
2019,Golden State Warriors,82,241.5,44,89.8,0.491,13.3,34.4,0.385,30.8,55.3,0.557,16.3,20.4,0.801,9.7,36.5,46.2,29.4,7.6,6.4,14.3,21.4,117.7,115.9,109.5,6.4,100.9,0.596,0.565,0.508,
2019,Houston Rockets,82,241.8,39.2,87.4,0.449,16.1,45.4,0.356,23.1,42,0.551,19.3,24.4,0.791,10.2,31.9,42.1,21.2,8.5,4.9,13.3,22,113.9,115.5,110.7,4.8,97.9,0.581,0.542,0.525,
2019,Indiana Pacers,82,240.3,41.3,87,0.475,9.5,25.4,0.374,31.8,61.6,0.517,15.8,21.1,0.752,9.3,33.7,43,26,8.7,4.9,13.7,19.4,108,109.9,106.5,3.4,98.1,0.561,0.53,0.516,
2019,Los Angeles Clippers,82,241.8,41.3,87.5,0.471,10,25.8,0.388,31.3,61.7,0.507,22.6,28.5,0.792,9.7,35.8,45.5,24,6.8,4.7,14.5,23.3,115.1,112.4,111.5,0.9,101.7,0.575,0.529,0.514,
2019,Los Angeles Lakers,82,241.2,42.6,90.5,0.47,10.3,31,0.333,32.2,59.6,0.541,16.3,23.3,0.699,10.2,36.4,46.6,25.6,7.5,5.4,15.7,20.7,111.8,107.8,109.5,-1.7,103.2,0.554,0.527,0.516,
2019,Memphis Grizzlies,82,242.4,38,84.4,0.45,9.9,28.9,0.342,28.1,55.6,0.505,17.7,23,0.772,8.8,33,41.8,23.9,8.3,5.5,14,22,103.5,106.1,108.8,-2.7,96.6,0.548,0.508,0.521,
2019,Miami Heat,82,240.6,39.6,88,0.45,11.3,32.4,0.349,28.3,55.6,0.509,15.1,21.7,0.695,11.2,35.1,46.3,24.3,7.6,5.5,14.7,20.9,105.7,107.3,107.6,-0.3,98.2,0.542,0.515,0.51,
2019,Milwaukee Bucks,82,241.2,43.4,91.1,0.476,13.5,38.2,0.353,29.9,52.9,0.565,17.9,23.2,0.773,9.3,40.4,49.7,26,7.5,5.9,13.9,19.6,118.1,113.8,105.2,8.6,103.3,0.583,0.55,0.503,
2019,Minnesota Timberwolves,82,241.8,41.6,91.3,0.456,10.1,28.7,0.351,31.5,62.5,0.504,19.1,24.3,0.787,11.3,33.5,44.8,24.6,8.3,5,13.1,20.3,112.5,111.4,112.9,-1.5,100.2,0.552,0.511,0.538,
2019,New Orleans Pelicans,82,240.9,43.7,92.2,0.473,10.3,29.9,0.344,33.4,62.4,0.536,17.8,23.4,0.761,11.1,36.2,47.3,27,7.4,5.4,14.8,21.1,115.4,111.4,112.6,-1.2,103.3,0.563,0.529,0.532,
2019,New York Knicks,82,241.2,38.2,88.3,0.433,10,29.5,0.34,28.2,58.8,0.479,18.1,23.9,0.759,10.5,34.3,44.7,20.1,6.8,5.1,14,20.9,104.6,104.5,113.7,-9.2,99.6,0.529,0.49,0.533,
2019,Oklahoma City Thunder,82,242.1,42.6,94,0.454,11.4,32.6,0.348,31.3,61.3,0.51,17.8,25,0.713,12.6,35.5,48.1,23.4,9.3,5.2,14,22.4,114.5,110.3,107,3.3,102.8,0.545,0.514,0.523,
2019,Orlando Magic,82,241.2,40.4,89.1,0.454,11.4,32.1,0.356,29,57,0.509,15,19.2,0.782,10,35.4,45.4,25.5,6.6,5.4,13.2,18.6,107.3,108.9,108.1,0.8,98.1,0.55,0.518,0.515,
2019,Philadelphia 76ers,82,241.5,41.5,88.2,0.471,10.8,30.2,0.359,30.7,58,0.529,21.2,27.5,0.771,10.9,36.9,47.8,26.9,7.4,5.3,14.9,21.3,115.2,112.6,110,2.6,101.6,0.574,0.532,0.512,
2019,Phoenix Suns,82,242.4,40.1,87.4,0.459,9.6,29.3,0.329,30.5,58.1,0.525,17.6,22.7,0.779,9.1,31.3,40.4,23.9,9,5.1,15.6,23.6,107.5,105.9,115.1,-9.2,100.5,0.552,0.514,0.545,
2019,Portland Trail Blazers,82,242.1,42.3,90.6,0.467,11,30.7,0.359,31.3,59.8,0.523,19,23.3,0.814,11.8,36.2,48,23,6.7,5,13.8,20.4,114.7,114.7,110.5,4.2,99.1,0.568,0.528,0.516,
2019,Sacramento Kings,82,240.6,43.2,93.1,0.464,11.3,29.9,0.378,31.9,63.2,0.504,16.5,22.7,0.726,11,34.4,45.4,25.4,8.3,4.4,13.4,21.4,114.2,110.4,111.5,-1.1,103.1,0.554,0.524,0.533,
2019,San Antonio Spurs,82,241.5,42.3,88.4,0.478,9.9,25.3,0.392,32.4,63.1,0.513,17.2,21,0.819,9.2,35.5,44.7,24.5,6.1,4.7,12.1,18.1,111.7,112.9,111.2,1.7,98.3,0.572,0.534,0.528,
2019,Toronto Raptors,82,242.4,42.2,89.1,0.474,12.4,33.8,0.366,29.8,55.3,0.539,17.7,22,0.804,9.6,35.6,45.2,25.4,8.3,5.3,14,21,114.4,113.1,107.1,6,100.2,0.579,0.543,0.509,
2019,Utah Jazz,82,240.9,40.4,86.4,0.468,12.1,34,0.356,28.3,52.4,0.541,18.8,25.5,0.736,10,36.4,46.4,26,8.1,5.9,15.1,21.1,111.7,110.9,105.7,5.2,100.3,0.572,0.538,0.507,
2019,Washington Wizards,82,243,42.1,90.1,0.468,11.3,33.3,0.341,30.8,56.8,0.543,18.4,23.9,0.768,9.7,32.7,42.4,26.3,8.3,4.6,14.1,20.7,114,111.1,113.9,-2.8,101.4,0.567,0.531,0.546,
2020,Atlanta Hawks,67,243,40.6,90.6,0.449,12,36.1,0.333,28.6,54.5,0.525,18.5,23.4,0.79,9.9,33.4,43.3,24,7.8,5.1,16.2,23.1,111.8,107.2,114.8,-7.6,103,0.554,0.515,0.543,
2020,Boston Celtics,64,242,41.2,89.6,0.459,12.4,34.2,0.363,28.8,55.4,0.519,18.3,22.8,0.801,10.7,35.3,46,22.8,8.3,5.6,13.6,21.4,113,112.9,106.8,6.1,99.3,0.567,0.529,0.51,
2020,Brooklyn Nets,64,243.1,40,90,0.444,12.9,37.9,0.34,27.1,52.2,0.519,18,24.1,0.744,10.8,37.6,48.5,24,6.5,4.6,15.5,20.7,110.8,108.1,108.7,-0.6,101.2,0.55,0.515,0.507,
2020,Charlotte Hornets,65,242.3,37.3,85.9,0.434,12.1,34.3,0.352,25.2,51.6,0.489,16.2,21.6,0.748,11,31.8,42.8,23.8,6.6,4.1,14.6,18.8,102.9,106.3,113.3,-7,95.8,0.539,0.504,0.546,
2020,Chicago Bulls,65,241.2,39.6,88.6,0.447,12.2,35.1,0.348,27.4,53.5,0.511,15.5,20.5,0.755,10.5,31.4,41.9,23.2,10,4.1,15.5,21.8,106.8,106.7,109.8,-3.1,99.7,0.547,0.515,0.546,
2020,Cleveland Cavaliers,65,241.9,40.3,87.9,0.458,11.2,31.8,0.351,29.1,56.1,0.519,15.1,19.9,0.758,10.8,33.4,44.2,23.1,6.9,3.2,16.5,18.3,106.9,107.5,115.4,-7.9,98.7,0.553,0.522,0.56,
2020,Dallas Mavericks,67,241.5,41.6,90,0.462,15.3,41.5,0.369,26.3,48.5,0.542,17.9,23.1,0.773,10.6,36.4,47,24.5,6.3,5,12.8,19,116.4,116.7,110.6,6.1,99.1,0.581,0.548,0.519,
2020,Denver Nuggets,65,242.3,41.8,88.9,0.471,10.9,30.4,0.358,31,58.5,0.529,15.9,20.5,0.775,10.8,33.5,44.3,26.5,8.1,4.6,13.7,20,110.4,112.5,109.5,3,97.2,0.564,0.532,0.526,
2020,Detroit Pistons,66,241.9,39.3,85.7,0.459,12,32.7,0.367,27.3,53,0.515,16.6,22.4,0.743,9.8,32,41.7,24.1,7.4,4.5,15.3,19.7,107.2,109,112.7,-3.7,97.6,0.561,0.529,0.541,
2020,Golden State Warriors,65,241.9,38.6,88.2,0.438,10.4,31.3,0.334,28.2,56.9,0.495,18.7,23.2,0.803,10,32.9,42.8,25.6,8.2,4.6,14.9,20.1,106.3,105.2,113.8,-8.6,100.3,0.54,0.497,0.553,
2020,Houston Rockets,64,241.2,41.1,90.7,0.454,15.4,44.3,0.348,25.7,46.4,0.554,20.5,26,0.787,10.4,34.6,44.9,21.5,8.5,5.1,14.7,21.6,118.1,113.8,110.2,3.6,103.3,0.578,0.539,0.528,
2020,Indiana Pacers,65,241.5,42.2,88.4,0.477,10,27.5,0.363,32.2,60.9,0.529,15.1,19.1,0.787,8.8,34,42.8,25.9,7.2,5.1,13.1,19.6,109.3,110.3,108.3,2,98.5,0.565,0.533,0.513,
2020,Los Angeles Clippers,64,241.2,41.6,89.7,0.464,12.2,33.2,0.366,29.5,56.5,0.522,20.8,26.2,0.792,11,37,48,23.8,7.1,5,14.8,22,116.2,113.6,107.2,6.4,101.8,0.574,0.532,0.503,
2020,Los Angeles Lakers,63,240.8,42.9,88.6,0.485,11.2,31.4,0.355,31.8,57.1,0.556,17.3,23.7,0.73,10.6,35.5,46.1,25.9,8.6,6.8,15.1,20.6,114.3,113,105.6,7.4,100.9,0.577,0.548,0.509,
2020,Memphis Grizzlies,65,240.4,42.8,91,0.47,10.9,31.1,0.352,31.8,59.9,0.531,16.2,21.3,0.761,10.4,36.3,46.7,27,8,5.6,15.3,20.8,112.6,109.4,110.4,-1,102.8,0.561,0.53,0.52,
2020,Miami Heat,65,243.5,39.6,84.4,0.47,13.4,34.8,0.383,26.3,49.6,0.53,19.5,25.1,0.778,8.5,36,44.5,26,7.4,4.5,14.9,20.4,112.2,112.7,109.4,3.3,98.1,0.587,0.549,0.522,
2020,Milwaukee Bucks,65,240.8,43.5,91.2,0.477,13.7,38.6,0.356,29.8,52.6,0.567,17.8,24,0.742,9.5,42.2,51.7,25.9,7.4,6,14.9,19.2,118.6,112.6,101.9,10.7,105,0.583,0.553,0.486,
2020,Minnesota Timberwolves,64,243.1,40.4,91.6,0.441,13.3,39.7,0.336,27.1,52,0.521,19.1,25.4,0.753,10.5,34.3,44.8,23.8,8.7,5.7,15.3,21.4,113.3,108.1,112.2,-4.1,103.4,0.551,0.514,0.541,
2020,New Orleans Pelicans,64,242.3,42.6,92.2,0.462,14,37.6,0.372,28.6,54.6,0.525,16.9,23.2,0.729,11.2,35.8,47,27,7.6,5.1,16.2,21,116.2,110.8,111.6,-0.8,103.9,0.567,0.538,0.531,
2020,New York Knicks,66,241.9,40,89.3,0.447,9.6,28.4,0.337,30.4,61,0.499,16.3,23.5,0.694,12,34.5,46.5,22.1,7.6,4.7,14.3,22.2,105.8,106.5,113,-6.5,98.6,0.531,0.501,0.541,
2020,Oklahoma City Thunder,64,241.6,40.3,85.1,0.473,10.4,29.3,0.355,29.9,55.8,0.536,19.8,24.8,0.797,8.1,34.6,42.7,21.9,7.6,5,13.5,18.8,110.8,111.6,109.1,2.5,98.6,0.577,0.534,0.52,
2020,Orlando Magic,65,240.4,39.2,88.8,0.442,10.9,32,0.341,28.3,56.8,0.498,17,22.1,0.77,10.4,34.2,44.5,24,8.4,5.7,12.6,17.6,106.4,108,109,-1,98.3,0.54,0.503,0.535,
2020,Philadelphia 76ers,65,241.2,40.8,87.7,0.465,11.4,31.6,0.362,29.4,56.1,0.523,16.6,22.1,0.752,10.4,35.1,45.5,25.9,8.2,5.4,14.2,20.6,109.6,110.4,108.2,2.2,98.8,0.562,0.53,0.522,
2020,Phoenix Suns,65,241.2,40.8,87.8,0.464,11.2,31.7,0.353,29.6,56.1,0.527,19.8,24,0.826,9.8,33.3,43.1,27.2,7.8,4,15.1,22.1,112.6,110.5,111.8,-1.3,101.4,0.572,0.528,0.543,
2020,Portland Trail Blazers,66,240.8,41.9,90.9,0.461,12.6,33.8,0.372,29.3,57.1,0.513,17.3,21.7,0.798,10.1,35.4,45.5,20.2,6.1,6.2,13,21.4,113.6,112.5,114.1,-1.6,100.7,0.566,0.53,0.523,
2020,Sacramento Kings,64,242.3,40.4,87.8,0.459,12.6,34.7,0.364,27.7,53.2,0.522,15.6,20.3,0.769,9.6,32.9,42.5,23.4,7.6,4.2,14.4,21.9,109,109.7,111.6,-1.9,98.4,0.563,0.531,0.54,
2020,San Antonio Spurs,63,242.8,42,89.5,0.47,10.7,28.7,0.371,31.4,60.8,0.517,18.4,22.8,0.809,8.8,35.6,44.4,24.5,7.2,5.5,12.3,19.2,113.2,111.9,113.7,-1.8,100,0.569,0.529,0.542,
2020,Toronto Raptors,64,241.6,40.6,88.5,0.458,13.8,37,0.371,26.8,51.5,0.521,18.1,22.6,0.8,9.7,35.5,45.2,25.4,8.8,4.9,14.4,21.5,113,111.6,105.2,6.4,100.6,0.574,0.536,0.502,
2020,Utah Jazz,64,240.4,40.1,84.6,0.475,13.2,34.4,0.383,27,50.2,0.537,17.6,22.8,0.772,8.8,36.3,45.1,22.2,5.9,4,14.9,20,111,112.6,109.4,3.2,98.4,0.587,0.552,0.514,
2020,Washington Wizards,64,241.2,41.9,91,0.461,12.3,33.1,0.372,29.6,57.9,0.511,19.5,24.8,0.787,10.1,31.6,41.7,25.3,8.1,4.3,14.1,22.6,115.6,111.9,115.8,-3.9,102.8,0.568,0.528,0.56,
